iso,year,tree_loss_ha,gfw_gross_emissions_co2e_all_gases__Mg
MLT,2004,2.504050279,630.4673107
MMR,2004,102186.3236,53698376.37
MNE,2004,915.3286137,376299.1169
MNG,2004,53302.97359,16910388.46
MOZ,2004,107725.6994,33583161.78
MRT,2004,0.073707407,12.12172492
MSR,2004,7.670082819,4188.182398
MTQ,2004,166.9943681,81502.71161
MUS,2004,328.8277761,148303.9543
MWI,2004,5712.450872,2161738.759
MYS,2004,351801.5405,199724868.3
MYT,2004,5.104813809,2164.801808
NAM,2004,61.463207,16250.35804
NCL,2004,1510.202993,640048.8193
NER,2004,0.075177348,14.59875139
NGA,2004,14643.94795,5309571.371
NIC,2004,21064.75244,10005104.13
NLD,2004,1297.312207,449565.327
NOR,2004,33742.07112,7289791.639
NPL,2004,2479.589152,1301582.394
NZL,2004,60680.50743,28362088.7
OMN,2004,0,0.582380212
PAK,2004,1168.056217,445859.1443
PAN,2004,16835.99287,8628935.407
PER,2004,101320.4688,62543162.77
PHL,2004,48579.06243,28933991.06
PLW,2004,29.82970905,21430.67031
PNG,2004,58329.43331,41605890.77
POL,2004,41873.83975,12748430.74
PRI,2004,1323.684332,604919.5311
PRK,2004,11358.56694,3258428.261
PRT,2004,55314.55767,14136184.38
PRY,2004,247347.943,70205253.9
PSE,2004,1.180418107,270.8877645
ROU,2004,18859.00772,7743194.025
RUS,2004,3521017.879,558461977
RWA,2004,1121.687132,453989.6121
SDN,2004,13.20682805,3563.181801
SEN,2004,128.0469593,42789.48424
SGP,2004,34.99393024,12598.76569
SLB,2004,3543.180225,2683879.777
SLE,2004,4019.839491,1625228.769
SLV,2004,4554.936208,1811359.488
SMR,2004,0.613287081,125.5658519
SOM,2004,215.0111914,45319.85656
SRB,2004,2637.804358,1106129.631
SSD,2004,10442.50618,2601113.151
SUR,2004,5423.311786,3767001.579
SVK,2004,4624.862474,2051786.897
SVN,2004,1271.787497,569058.7147
SWE,2004,271564.1661,55764820.95
SWZ,2004,5363.851962,3085818.046
SXM,2004,1.098571789,307.8741969
SYR,2004,107.0223453,27806.36434
TCA,2004,10.44454822,1980.401689
TCD,2004,456.7286127,125897.8641
TGO,2004,2761.038164,796218.6796
THA,2004,91835.29434,47020351.2
TJK,2004,20.00465123,5560.28714
TKM,2004,28.8497196,7726.536553
TLS,2004,2061.910767,1164703.767
TTO,2004,734.0504236,358179.7415
TUN,2004,318.5653458,95950.2054
TUR,2004,28978.04726,7460271.596
TWN,2004,1858.343827,969384.5236
TZA,2004,66892.58738,20992809.69
UGA,2004,18076.7597,7339552.719
UKR,2004,49493.09679,15938604.79
URY,2004,15126.32598,5448148.427
USA,2004,2746257.288,854628301.9
UZB,2004,48.65639147,12665.65292
VCT,2004,21.28327655,11646.24763
VEN,2004,90986.85666,36392995.3
VGB,2004,2.630956387,945.2393789
VIR,2004,33.27492403,13676.4271
VNM,2004,73880.88154,39591569.95
VUT,2004,377.5604624,205530.0323
XAD,2004,1.589353235,493.3835613
XCA,2004,16.44449478,538.8421208
XKO,2004,572.839652,255661.3579
XNC,2004,15.4524238,3961.636314
ZAF,2004,72602.01358,39054624.44
ZMB,2004,28487.54906,9875557.889
ZWE,2004,8421.515295,3266605.546
AFG,2005,235.9568343,41448.90776
AGO,2005,93434.73684,27081085.59
AIA,2005,3.658662923,715.2999766
ALA,2005,698.8540973,161175.4045
ALB,2005,694.575351,275448.8885
AND,2005,2.396157698,947.9119303
ARG,2005,367249.3478,78837995.93
ARM,2005,104.0145776,30979.51822
ATG,2005,61.16559982,22338.90436
AUS,2005,177023.6081,39738611.59
AUT,2005,21657.14561,10000652.7
AZE,2005,246.2652588,66704.98726
BDI,2005,985.3796719,345160.4217
BEL,2005,3027.934669,1464678.522
BEN,2005,1591.086602,503699.4656
BES,2005,1.106611155,64.05631154
BFA,2005,16.907762,24151.90379
BGD,2005,3293.032456,1667996.299
BGR,2005,6566.710561,2393179.422
BHS,2005,1450.090574,325003.1904
BIH,2005,573.6156294,253939.6915
BLM,2005,0.073298845,16.30894931
BLR,2005,36192.43595,11090352.44
BLZ,2005,8103.846463,3604438.255
BMU,2005,0.326339101,92.14675692
BOL,2005,250748.3272,117085049.6
BRA,2005,3486562.705,1808841462
BRB,2005,9.518267798,2635.101159
BRN,2005,1278.318599,824173.3654
BTN,2005,770.0022306,458006.6656
BWA,2005,49.09584397,8511.447742
CAF,2005,29316.80744,12590002.96
CAN,2005,2920793.258,971194789.4
CHE,2005,2321.120704,1235982.052
CHL,2005,106925.7186,34598363.96
CHN,2005,383590.3454,157885517.8
CIV,2005,65320.73486,24280100.91
CMR,2005,25159.00557,13356191.78
COD,2005,485292.8788,272197730.9
COG,2005,18853.37768,9807045.157
COL,2005,188743.6709,98273514.42
COM,2005,86.55857499,43613.9925
CPV,2005,5.479304097,0
CRI,2005,16562.80375,7598039.904
CUB,2005,12833.60324,4071114.077
CUW,2005,0.677289202,163.6975061
CYM,2005,9.160497889,2807.082497
CYP,2005,34.65057256,8589.454573
CZE,2005,25560.17641,11148221.79
DEU,2005,39738.50154,17990598.14
DMA,2005,52.32315261,29184.12637
DNK,2005,9048.804003,2491769.702
DOM,2005,25088.10483,10243313.56
DZA,2005,4469.568629,1327584.168
ECU,2005,40379.26473,23101308.65
EGY,2005,52.65109406,18107.42702
ERI,2005,0,41.98028948
ESP,2005,48955.00105,13596584.66
EST,2005,14818.21345,3627712.489
ETH,2005,15868.63341,6659955.334
FIN,2005,230333.5206,45858095.62
FJI,2005,1665.637319,929734.7923
FRA,2005,46390.59105,19257514.56
GAB,2005,17699.01808,10483611.25
GBR,2005,8872.532132,3778037.726
GEO,2005,548.9994964,200636.0462
GHA,2005,41346.40078,18014022.07
GIN,2005,14580.93563,4945166.014
GLP,2005,223.0801862,84980.112
GMB,2005,5.544739316,3086.352287
GNB,2005,3928.186248,1286697.275
GNQ,2005,1608.551506,962429.6012
GRC,2005,4180.682542,951465.7217
GRD,2005,47.48766736,26040.52741
GTM,2005,100829.2897,41036239
GUF,2005,2840.653312,2078274.629
GUY,2005,5832.153956,3716973.016
HKG,2005,8.768261271,2889.79047
HND,2005,40471.66286,18365005.27
HRV,2005,2747.170451,1137584.191
HTI,2005,2033.240901,802289.6847
HUN,2005,10398.14546,3824611.544
IDN,2005,1182441.785,930708536.8
IMN,2005,10.69349067,2953.837798
IND,2005,62504.67385,31092003.96
IRL,2005,8093.547856,3550578.15
IRN,2005,173.0219534,41165.9885
IRQ,2005,4.556405289,1185.795744
ISR,2005,137.2860979,30439.59824
ITA,2005,10896.06101,3077727.898
JAM,2005,7597.856756,3885605.563
JOR,2005,0.0654041,18.20600013
JPN,2005,36385.89071,15071807.64
KAZ,2005,3166.542801,905831.0761
KEN,2005,12745.43286,5505648.607
KGZ,2005,82.05093488,21132.33188
KHM,2005,64649.35026,34661640.36
KNA,2005,18.90325368,8318.362266
KOR,2005,8922.221204,2500827.175
LAO,2005,68327.27624,36431760.62
LBN,2005,300.1351942,74634.83029
LBR,2005,11323.80671,5324773.654
LBY,2005,21.82575351,3523.374501
LCA,2005,53.96006045,25340.99338
LIE,2005,5.532249858,2729.708756
LKA,2005,4682.153365,1884613.237
LSO,2005,2.013437065,599.9386603
LTU,2005,20384.54333,5727791.508
LUX,2005,67.94917344,34195.66763
LVA,2005,40712.26075,11147536.51
MAF,2005,4.906544016,1601.263269
MAR,2005,1526.380009,426491.9994
MDA,2005,109.776083,30664.89507
MDG,2005,93628.14996,42786702.14
MDV,2005,3.597419443,195.6210212
MEX,2005,206855.7161,69830180.87
MKD,2005,1306.67832,480363.9742
MLI,2005,83.21800502,28839.23825
MLT,2005,0.375244902,77.29403873
MMR,2005,91847.19125,49604242.31
MNE,2005,172.2862593,79726.91077
MNG,2005,7466.82574,1294970.926
MOZ,2005,150558.1388,49702573.04
MRT,2005,0.073900905,12.743073
MSR,2005,24.34238823,14485.36253
MTQ,2005,204.773849,96408.73291
MUS,2005,174.2112224,78108.14591
MWI,2005,9445.008719,3308476.114
MYS,2005,375419.863,224528037
MYT,2005,34.30775129,16545.38653
NAM,2005,64.32429262,11856.35897
NCL,2005,1471.686913,676694.7907
NGA,2005,13279.8991,5009155.098
NIC,2005,95150.05188,47308639.01
NLD,2005,1472.038062,540337.899
NOR,2005,24918.83752,5494825.816
NPL,2005,2758.319494,1567000.981
NZL,2005,52519.23788,24846174.75
PAK,2005,948.1827763,351117.6887
PAN,2005,12349.22333,6508169.318
PER,2005,163023.1377,99858322.48
PHL,2005,49781.58481,28997603.77
PLW,2005,43.40984524,31282.67678
PNG,2005,39021.21608,27880464.37
POL,2005,82378.57067,27016030.62
PRI,2005,1288.007315,586844.0773
PRK,2005,16528.51423,4805957.927
PRT,2005,38934.42515,10013331.07
PRY,2005,262650.764,63602389.25
PSE,2005,0.456773346,91.76456248
REU,2005,225.3239566,118998.4538
ROU,2005,19418.21377,8402542.992
RUS,2005,1589993.162,327366129.3
RWA,2005,821.9229421,357126.5069
SDN,2005,100.1878736,27240.76134
SEN,2005,71.58203072,51198.73109
SGP,2005,82.29476475,29782.42835
SLB,2005,6549.425911,4886300.919
SLE,2005,6872.404838,2762471.609
SLV,2005,5880.546431,2358866.73
SMR,2005,0.167247596,37.05008155
SOM,2005,271.9112389,52291.03976
SRB,2005,1550.573728,656739.1617
SSD,2005,10566.19773,2550305.511
SUR,2005,3512.144503,2400733.564
SVK,2005,27674.41493,11902493.08
SVN,2005,1950.954262,892317.7416
SWE,2005,248560.1687,54426556.47
SWZ,2005,4535.096301,2703860.904
SXM,2005,3.588811762,914.2659783
SYC,2005,0.151844089,41.65734237
SYR,2005,791.8076299,170032.7214
TCA,2005,22.25030443,3958.415854
TCD,2005,472.3727029,131508.1427
TGO,2005,2047.965588,643932.4596
THA,2005,84287.06004,44452527.05
TJK,2005,28.53926539,8520.571106
TKM,2005,30.5327798,7548.644945
TLS,2005,1311.308118,752615.0049
TTO,2005,1228.863956,577737.9258
TUN,2005,632.9729463,186335.1162
TUR,2005,20410.60263,5224838.443
TWN,2005,1522.31502,784401.3718
TZA,2005,91583.41419,29389883.1
UGA,2005,29172.07693,11891916.65
UKR,2005,36558.45416,12383456.38
UMI,2005,84.49769213,0
URY,2005,15919.04662,6420389.929
USA,2005,2691544.211,824243895.4
UZB,2005,21.18575016,5822.837532
VCT,2005,16.63506363,8845.557971
VEN,2005,94967.00677,37929223.69
VGB,2005,3.727422079,1435.748075
VIR,2005,20.30460963,7267.879237
VNM,2005,102211.1188,55421303.67
VUT,2005,254.4832671,144135.3342
XAD,2005,0.190439375,47.41658776
XCA,2005,6.98901279,342.5006096
XKO,2005,313.8317035,137300.1359
XNC,2005,3.654244014,909.8740831
ZAF,2005,104652.3464,63794717.38
ZMB,2005,57518.16135,19840286.6
ZWE,2005,11748.83515,4284238.334
ABW,2006,0.225486961,44.16871509
AFG,2006,152.0845359,23562.77827
AGO,2006,76940.42603,22432289.4
AIA,2006,1.317156598,259.3841553
ALA,2006,100.1445616,24413.89985
ALB,2006,962.7062924,423187.7264
AND,2006,6.624548271,2875.183426
ARG,2006,316447.2284,72117086.46
ARM,2006,129.7490667,40500.48241
ATG,2006,61.152116,19098.72277
AUS,2006,186303.9394,43980589.34
AUT,2006,12583.53339,6069799.732
AZE,2006,525.2014627,146923.0147
BDI,2006,343.5676257,118253.9487
BEL,2006,6916.084249,3459728.2
BEN,2006,1794.804498,530157.8616
BES,2006,6.900502289,78.03043113
BFA,2006,4.757071365,5997.1982
BGD,2006,6862.821263,3428234.167
BGR,2006,5171.123841,1850398.639
BHS,2006,1015.773944,239824.6748
BIH,2006,535.9688348,237018.5648
BLR,2006,42269.35271,13127425.91
BLZ,2006,4269.735224,1938094.612
BMU,2006,0.065301982,24.75855048
BOL,2006,216314.8215,99342342.87
BRA,2006,2876804.747,1458725211
BRB,2006,4.122334598,1189.239493
BRN,2006,1013.514425,669118.7858
BTN,2006,622.8728831,365210.7842
BWA,2006,40.10784404,7521.646728
CAF,2006,57883.22093,21761141.32
CAN,2006,2406190.736,854796237.6
CHE,2006,2048.850496,1067268.061
CHL,2006,91923.23939,30769650.94
CHN,2006,575232.887,225321636
CIV,2006,97780.65199,39974593.84
CMR,2006,35986.04111,18586082.71
COD,2006,453170.6128,260418752.5
COG,2006,22153.9381,12257905.2
COL,2006,189963.6017,97358521.31
COM,2006,12.96365993,7384.256875
CPV,2006,6.024247134,0
CRI,2006,10059.47496,5095796.866
CUB,2006,12305.08782,4137181.533
CUW,2006,3.460681364,992.4611062
CYM,2006,17.95942013,4978.602029
CYP,2006,58.60322574,15109.26154
CZE,2006,8606.687254,3801166.8
DEU,2006,42652.88487,20335614.93
DMA,2006,25.38270162,14218.87084
DNK,2006,5213.706719,1477748.594
DOM,2006,13413.9154,5338229.851
DZA,2006,5415.394074,1663920.921
ECU,2006,35602.59677,20614177.52
EGY,2006,38.12591039,10861.39618
ESP,2006,72719.07732,22219612.51
EST,2006,21731.76607,5430360.87
ETH,2006,12075.93886,5549286.515
FIN,2006,182294.8218,35927094.88
FJI,2006,1874.418806,1036217.994
FRA,2006,55049.47436,23757657.6
GAB,2006,19300.76156,10662562.67
GBR,2006,21053.4779,8288101.581
GEO,2006,531.3530526,198689.9733
GGY,2006,0.151252314,33.82315597
GHA,2006,27136.10603,11811745.68
GIN,2006,15305.72413,5616780.285
GLP,2006,62.26845623,24838.02714
GMB,2006,6.294415373,1915.671302
GNB,2006,2018.27363,673835.7942
GNQ,2006,1255.615539,753587.9199
GRC,2006,7345.97017,1482547.835
GRD,2006,31.53202039,17718.4434
GTM,2006,52558.40356,22619126.06
GUF,2006,2534.97069,1909760.863
GUY,2006,5933.770238,3797798.352
HKG,2006,20.81847235,5600.686723
HND,2006,41630.86209,18730010.4
HRV,2006,2204.198907,900160.242
HTI,2006,1162.839786,459526.8513
HUN,2006,7989.93471,3011898.778
IDN,2006,1433150.234,1010799018
IMN,2006,26.24447503,8229.732643
IND,2006,67410.50808,32851153.29
IRL,2006,5248.275462,2406419.099
IRN,2006,140.7888508,33001.82325
IRQ,2006,6.240043598,1636.622865
ISR,2006,132.2276804,20292.52608
ITA,2006,8901.865352,2485861.734
JAM,2006,2797.683668,1382065.943
JEY,2006,0.202687906,37.17680706
JOR,2006,0.783579142,72.67769255
JPN,2006,38974.45383,16465850.09
KAZ,2006,3142.037634,772533.4745
KEN,2006,20656.43878,9813978.952
KGZ,2006,110.5831599,25379.40388
KHM,2006,80507.1954,44376427.17
KNA,2006,20.4544453,9096.370819
KOR,2006,10148.49521,3052984.167
LAO,2006,122677.8799,63853719.18
LBN,2006,148.8179049,36767.41506
LBR,2006,36221.24298,17362339.75
LBY,2006,16.30246551,3615.240302
LCA,2006,98.11695234,49467.16436
LIE,2006,11.59810537,5594.421354
LKA,2006,7730.473436,2989226.33
LSO,2006,2.425620266,936.3523547
LTU,2006,17449.72687,5092982.298
LUX,2006,365.9888042,187457.6791
LVA,2006,38893.50325,10969220.48
MAC,2006,3.49832494,0
MAF,2006,2.636319611,865.4856613
MAR,2006,2221.77692,664077.5047
MDA,2006,173.201521,51678.46798
MDG,2006,71034.03766,28429020.59
MDV,2006,3.906378081,143.9107543
MEX,2006,179043.6659,60924086.29
MKD,2006,2042.132597,811027.3897
MLI,2006,103.7089366,34758.89732
MLT,2006,0.625885313,161.508823
MMR,2006,127464.1415,66383849.81
MNE,2006,175.546174,70514.88122
MNG,2006,13249.21445,4254803.707
MOZ,2006,172223.8975,58463545.8
MSR,2006,12.61260458,6882.618004
MTQ,2006,91.17823278,41938.36533
MUS,2006,142.4874223,62721.02948
MWI,2006,5563.048996,2361050.982
MYS,2006,333901.3949,206965099.2
MYT,2006,41.58675274,20928.89923
NAM,2006,17.04099672,3633.816927
NCL,2006,2134.532561,972204.4104
NGA,2006,26167.55795,9868447.062
NIC,2006,38875.4582,19842692.65
NLD,2006,1482.347281,567665.7672
NOR,2006,40648.51286,9059685.621
NPL,2006,3255.010029,1762933.526
NZL,2006,61671.65711,30594038.74
PAK,2006,1345.32011,479530.5981
PAN,2006,34322.71157,17463790.33
PER,2006,88915.88444,56209129.27
PHL,2006,57428.52505,33541185.03
PLW,2006,34.86713969,26984.45318
PNG,2006,56388.4053,41076467.69
POL,2006,37680.33709,12249893.65
PRI,2006,1242.998386,588498.3152
PRK,2006,12580.25143,4110119.965
PRT,2006,42566.30062,12482045.14
PRY,2006,148256.361,35443441.19
PSE,2006,0.723415528,132.6883394
REU,2006,628.8964876,329557.294
ROU,2006,13066.51923,5758073.998
RUS,2006,2233420.255,374321192.6
RWA,2006,745.5328997,326442.8407
SDN,2006,4.150664514,1304.972775
SEN,2006,41.24825585,18085.55889
SGP,2006,56.06806504,22611.62066
SLB,2006,5068.41964,3804937.548
SLE,2006,28525.9284,11762523.04
SLV,2006,4604.314795,1804643.025
SOM,2006,118.5166969,24808.92166
SRB,2006,1891.223049,822498.7098
SSD,2006,8963.298123,2258373.794
SUR,2006,3404.350216,2389700.45
SVK,2006,8022.866911,3596067.255
SVN,2006,1246.118948,571793.1728
SWE,2006,249126.0801,54108205.18
SWZ,2006,9431.399995,5420481.122
SXM,2006,2.270716446,518.9141301
SYC,2006,0.151818217,0
SYR,2006,280.7515573,66156.17415
TCA,2006,4.577945866,947.0562462
TCD,2006,2981.897009,830948.8736
TGO,2006,1687.80643,515236.5722
THA,2006,99820.57963,51225690.13
TJK,2006,19.43307664,5162.825017
TKM,2006,13.62915283,3755.438374
TLS,2006,2929.092199,1678911.514
TTO,2006,1755.825236,809072.0172
TUN,2006,353.7352516,101184.9448
TUR,2006,25884.82381,6710646.138
TWN,2006,2076.722502,1083835.607
TZA,2006,85295.84419,26016001.48
UGA,2006,28448.19803,11235897.6
UKR,2006,42130.10873,14267446.31
UMI,2006,0.073094775,0
URY,2006,21029.2794,9650198.671
USA,2006,2605855.554,858937181
UZB,2006,53.07967529,13721.49055
VCT,2006,10.49410676,5340.830022
VEN,2006,85490.75854,34394944.2
VGB,2006,2.777119089,1186.206
VIR,2006,73.8059374,29341.10178
VNM,2006,78777.19253,44013466.78
VUT,2006,219.1213868,121383.5603
XAD,2006,2.097757331,582.1858973
XCA,2006,8.970921929,900.8248098
XKO,2006,519.9870445,237716.2756
XNC,2006,15.89387124,4307.85279
ZAF,2006,104943.2707,63378270.26
ZMB,2006,40500.9012,14010089.09
ZWE,2006,14883.27679,6818456.693
AFG,2007,252.841662,42478.76571
AGO,2007,145286.7126,47840166.48
AIA,2007,8.63554887,1728.755121
ALA,2007,247.9460723,60511.64292
ALB,2007,5225.026688,1627031.898
AND,2007,2.169059292,1064.04364
ARG,2007,425345.2678,86565779.55
ARM,2007,54.53641566,17611.4508
ATG,2007,37.15782874,11127.15377
AUS,2007,372716.7841,78240409.33
AUT,2007,31669.68993,15467960.64
AZE,2007,507.5572253,143096.3156
BDI,2007,1861.686871,674599.1945
BEL,2007,5985.142534,3043310.947
BEN,2007,4659.699062,1522765.78
BES,2007,0.660916714,113.6359899
BFA,2007,2.868084606,8554.357319
BGD,2007,3995.102624,1958807.352
BGR,2007,9557.281925,3344523.622
BHS,2007,604.8076716,160145.3027
BIH,2007,2681.522459,797443.6328
BLR,2007,32656.75023,10296326.09
BLZ,2007,12263.6032,5666107.435
BOL,2007,189952.9201,91200932.81
BRA,2007,2621820.178,1273868948
BRB,2007,31.6282371,10782.29845
BRN,2007,1564.832815,971951.1693
BTN,2007,508.2207291,301891.1008
BWA,2007,33.55963859,6490.104
CAF,2007,37308.15626,17689216.46
CAN,2007,2117900.17,783137809.9
CHE,2007,1852.248352,964127.5017
CHL,2007,121652.3289,41370120.75
CHN,2007,652978.7122,291422567
CIV,2007,90864.76358,37267420.14
CMR,2007,45916.05231,24223415.79
COD,2007,462903.2876,264377673.5
COG,2007,29764.68795,15756907.84
COL,2007,269029.2864,143155082.7
COM,2007,77.72839325,39234.23943
CPV,2007,0.591771181,0
CRI,2007,11447.87329,5777697.62
CUB,2007,7873.760798,2493642.511
CUW,2007,4.21289018,995.0352469
CYM,2007,17.86412731,4485.273973
CYP,2007,778.2392784,243233.4507
CZE,2007,21325.09484,9849250.764
DEU,2007,93223.62502,46774169.21
DMA,2007,40.30000141,22372.9918
DNK,2007,4381.407304,1281112.847
DOM,2007,16059.06186,6590714.733
DZA,2007,5201.556583,1608741
ECU,2007,60539.50437,33971780.5
EGY,2007,78.27013989,29565.05113
ESP,2007,60256.31685,21826527.28
EST,2007,16188.59507,4248606.342
ETH,2007,25608.57311,12481094.78
FIN,2007,151914.8779,31760804.51
FJI,2007,2148.467098,1177600.532
FRA,2007,49246.17317,22159072.06
GAB,2007,16501.47575,9609913.754
GBR,2007,31222.41959,12328557.44
GEO,2007,992.4460001,351196.9343
GHA,2007,40172.37056,17987029.49
GIN,2007,33821.27135,12943384.28
GLP,2007,158.3031189,63971.04255
GMB,2007,49.60546798,13178.73199
GNB,2007,6044.027621,2028998.904
GNQ,2007,3141.527252,1795667.688
GRC,2007,46061.55696,7111026.871
GRD,2007,67.81289337,37574.7857
GTM,2007,126556.7246,55355285.88
GUF,2007,3328.108834,2463544.892
GUY,2007,5249.63206,3364720.74
HKG,2007,29.58773664,5568.805657
HND,2007,42412.38496,19198499.84
HRV,2007,3237.112404,1288202.564
HTI,2007,2077.211676,820774.2472
HUN,2007,9361.071277,3546277.267
IDN,2007,1387625.292,1136253977
IMN,2007,30.38838462,8678.190182
IND,2007,73906.51986,36208938.09
IRL,2007,11681.90158,5438125.038
IRN,2007,131.0592763,31731.23494
IRQ,2007,10.32854486,3461.222654
ISR,2007,47.96047012,11655.46257
ITA,2007,11590.05571,3284727.022
JAM,2007,1269.915259,627279.341
JOR,2007,0.391925697,51.26170449
JPN,2007,45585.77816,19754756.41
KAZ,2007,4605.437639,1177177.306
KEN,2007,26102.96008,12968641.09
KGZ,2007,107.4293335,25077.34031
KHM,2007,77676.05563,42671313.88
KNA,2007,12.28689485,5666.139957
KOR,2007,8096.166335,2424824.837
LAO,2007,132995.1258,70151484.76
LBN,2007,273.0303215,59143.80388
LBR,2007,44282.08228,21934209.84
LBY,2007,4.290915298,825.6453964
LCA,2007,48.575696,24986.75612
LIE,2007,8.433932017,4878.280564
LKA,2007,10241.81996,3527011.791
LSO,2007,3.018690577,976.3500444
LTU,2007,16036.74941,4856712.705
LUX,2007,502.2325747,265422.4149
LVA,2007,36128.7537,10469676.86
MAC,2007,4.42678234,0
MAF,2007,2.709545012,792.0962519
MAR,2007,2513.070495,773635.4519
MDA,2007,236.2628222,67202.43447
MDG,2007,188580.0889,88338080.61
MDV,2007,6.1934676,216.2025703
MEX,2007,218600.7542,79668791.37
MKD,2007,3862.343733,1143725.637
MLI,2007,125.0852239,42152.782
MLT,2007,0.813837645,219.7229988
MMR,2007,146598.3183,78658634.82
MNE,2007,1051.424389,347266.7835
MNG,2007,48081.70457,7227167.033
MOZ,2007,138492.6066,45448582.34
MSR,2007,10.47386603,5743.750287
MTQ,2007,155.675143,77602.86197
MUS,2007,131.7104811,59822.03615
MWI,2007,7494.461042,3052123.825
MYS,2007,405158.5125,268010380.8
MYT,2007,20.04483602,10493.83106
NAM,2007,80.07489582,14355.48889
NCL,2007,975.1134733,436544.3058
NER,2007,0.075170936,16.66103179
NGA,2007,24572.53018,9840640.486
NIC,2007,88499.9115,47182261.93
NLD,2007,1646.094035,662790.8438
NOR,2007,31841.16195,7374303.522
NPL,2007,3465.502269,1947657.042
NZL,2007,62642.62341,31202193.25
PAK,2007,1123.463104,397036.3479
PAN,2007,20644.52749,10669691.05
PER,2007,115742.7787,72146079.74
PHL,2007,66498.02542,38871910.68
PLW,2007,90.63736882,67393.79455
PNG,2007,49173.00346,36775951.2
POL,2007,57310.99658,19664725.99
PRI,2007,1037.451056,484809.4074
PRK,2007,13289.30116,4318891.77
PRT,2007,36321.93875,12113658.03
PRY,2007,426216.1302,100486471.4
PSE,2007,1.179882171,317.8373356
ROU,2007,38081.9261,16576251.56
RUS,2007,2338922.622,430980549.6
RWA,2007,1429.976725,630049.2773
SDN,2007,184.9207849,50969.67928
SEN,2007,172.3213261,66533.99743
SGP,2007,74.44906843,26002.59531
SLB,2007,5665.31338,4290591.667
SLE,2007,21878.47753,9480032.45
SLV,2007,2984.158948,1243712.955
SMR,2007,0.947952559,207.7334125
SOM,2007,270.5877625,55043.21354
SPM,2007,0.10590869,0
SRB,2007,2254.056465,899361.0391
SSD,2007,9523.609931,2622576.632
SUR,2007,3625.827878,2568482.947
SVK,2007,9485.823045,4432579.146
SVN,2007,2106.658484,970084.3842
SWE,2007,182858.0368,41126171.35
SWZ,2007,6469.371087,4028388.397
SXM,2007,5.420395278,1228.717299
SYR,2007,1577.236882,333308.5801
TCA,2007,73.5404756,15813.01879
TCD,2007,1001.077371,272846.2942
TGO,2007,3187.393568,1107731.992
THA,2007,92628.55864,47847345.84
TJK,2007,14.0399934,4181.144956
TKM,2007,37.80768805,10564.20676
TLS,2007,1555.901781,884222.7173
TTO,2007,1108.586612,558810.8803
TUN,2007,878.4803312,257604.9798
TUR,2007,25344.1462,6509487.66
TWN,2007,1729.670144,874729.1255
TZA,2007,121685.2129,39819786.67
UGA,2007,36627.18579,16667652.26
UKR,2007,64266.43965,24491117.22
URY,2007,21529.69942,11068265.27
USA,2007,2435127.98,867981009.4
UZB,2007,43.11389129,11793.43366
VCT,2007,23.15694366,12754.16262
VEN,2007,114346.9797,49520097.06
VGB,2007,6.138666342,2395.807008
VIR,2007,25.06351793,10187.43486
VNM,2007,80225.30123,45591368.56
VUT,2007,111.8981949,63007.55595
XAD,2007,3.367707529,986.176614
XCA,2007,17.06551944,786.6602429
XKO,2007,811.0238212,290771.0355
XNC,2007,12.67776585,3400.493138
ZAF,2007,47105.15704,26942911.42
ZMB,2007,53654.07997,17921474.16
ZWE,2007,9299.785557,3547811.793
AFG,2008,107.4062482,19254.65395
AGO,2008,103582.0364,30890636.5
AIA,2008,10.39065127,2249.441152
ALA,2008,1291.947955,331023.616
ALB,2008,5471.318404,1814519.178
AND,2008,5.247863487,2983.581541
ARG,2008,592753.2272,132149186.7
ARM,2008,113.0315331,35813.2077
ATG,2008,45.69564378,15133.70821
AUS,2008,205724.854,49080440.75
AUT,2008,26895.74319,13383365.83
AZE,2008,472.3169241,137411.8618
BDI,2008,1999.445333,692759.5755
BEL,2008,7213.544886,3651303.943
BEN,2008,481.5517399,165183.8891
BES,2008,0.590921557,48.67456021
BFA,2008,4.757499022,19864.64639
BGD,2008,4480.089873,2210967.418
BGR,2008,6448.134767,2455842.553
BHS,2008,1949.235761,563288.2649
BIH,2008,1551.788318,626288.2118
BLM,2008,0.146610286,44.27498352
BLR,2008,35896.4819,11590117.08
BLZ,2008,8216.09473,3740320.258
BMU,2008,0.195896768,69.36574618
BOL,2008,369850.5606,156618418
BRA,2008,2444308.038,1241442164
BRB,2008,13.71672659,4930.044972
BRN,2008,1299.95055,939018.271
BTN,2008,775.3336951,450321.6021
BWA,2008,26.06325586,4960.456425
CAF,2008,31859.75234,13172026.53
CAN,2008,1949007.837,731234112.6
CHE,2008,2419.26864,1256783.546
CHL,2008,123068.3134,44312955.96
CHN,2008,738031.2919,332602508.2
CIV,2008,127554.8331,55035989.1
CMR,2008,35141.59928,18923438.73
COD,2008,404830.7294,229349398.4
COG,2008,17374.33581,8735753.694
COL,2008,231849.4997,125586379.2
COM,2008,34.95359878,17888.84961
CPV,2008,0.148145368,0
CRI,2008,21875.0408,10876545.93
CUB,2008,17083.73577,6542666.976
CUW,2008,5.492518068,1267.002151
CYM,2008,32.34618678,8941.441103
CYP,2008,94.79670438,25130.1308
CZE,2008,16872.51001,7797801.731
DEU,2008,61696.17109,30869366.55
DMA,2008,93.3736837,51082.60915
DNK,2008,6060.808106,1826931.227
